Threads	Scale	NumSpheres	Timesteps	Total Time	Total Collisions	Wall Collisions	Sphere Collisions	Total Checks	Avg. Checks per Timestep	Avg. Timesteps per Second	Avg. Milliseconds per Timestep	Time Dilation	Total Threads
4	2	32	1920	0.100823	2745	2281	464	61440	32	19043.2	0.0525121	297.55	4	
4	2	64	1920	0.110877	7006	5277	1729	122880	64	17316.5	0.0577482	270.571	4	
4	2	128	1920	0.284398	19506	11298	8208	245760	128	6751.11	0.148124	105.486	4	
4	2	256	1920	0.962357	69660	28273	41387	491520	256	1995.1	0.501228	31.1735	4	
4	2	512	1920	3.66926	281191	73939	207252	983040	512	523.267	1.91107	8.17604	4	
4	2	1024	1920	9.25968	1002062	190519	811543	1966080	1024	207.351	4.82275	3.23985	4	
4	2	2048	1920	29.2826	2689156	459755	2229401	3932160	2048	65.568	15.2513	1.0245	4	
4	4	1	1920	0.0786552	36	36	0	1920	1	24410.3	0.0409663	381.411	4	
4	4	2	1920	0.0808807	77	77	0	3840	2	23738.7	0.0421254	370.917	4	
4	4	4	1920	0.0876776	217	217	0	7680	4	21898.4	0.0456654	342.163	4	
4	4	8	1920	0.0546142	343	335	8	15360	8	35155.7	0.0284449	549.308	4	
4	4	16	1920	0.0803497	725	694	31	30720	16	23895.6	0.0418488	373.368	4	
4	4	32	1920	0.0854926	1532	1439	93	61440	32	22458.1	0.0445274	350.908	4	
4	4	64	1920	0.0967925	2984	2690	294	122880	64	19836.2	0.0504128	309.941	4	
4	4	128	1920	0.164981	6805	5552	1253	245760	128	11637.7	0.0859276	181.839	4	
4	4	256	1920	0.469696	17236	12139	5097	491520	256	4087.75	0.244633	63.8712	4	
4	4	512	1920	1.62663	52512	28809	23703	983040	512	1180.36	0.847201	18.4431	4	
4	4	1024	1920	5.04973	193266	74411	118855	1966080	1024	380.218	2.63007	5.94091	4	
4	4	2048	1920	21.4831	872028	204937	667091	3932160	2048	89.3727	11.1891	1.39645	4	
4	8	1	1920	0.101894	20	20	0	1920	1	18843.2	0.0530696	294.425	4	
4	8	2	1920	0.0965078	46	46	0	3840	2	19894.8	0.0502645	310.856	4	
4	8	4	1920	0.0976745	148	148	0	7680	4	19657.1	0.0508721	307.143	4	
4	8	8	1920	0.0821164	243	241	2	15360	8	23381.5	0.0427689	365.335	4	
4	8	16	1920	0.0803509	435	430	5	30720	16	23895.2	0.0418494	373.363	4	
4	8	32	1920	0.0872461	910	895	15	61440	32	22006.7	0.0454407	343.855	4	
4	8	64	1920	0.0955471	1756	1699	57	122880	64	20094.8	0.0497641	313.981	4	
4	8	128	1920	0.123127	3730	3520	210	245760	128	15593.7	0.0641286	243.651	4	
4	8	256	1920	0.296908	8147	7278	869	491520	256	6466.65	0.15464	101.041	4	
4	8	512	1920	0.764931	17988	14573	3415	983040	512	2510.03	0.398401	39.2192	4	
4	8	1024	1920	2.28153	43199	30550	12649	1966080	1024	841.542	1.18829	13.1491	4	
4	8	2048	1920	6.05537	125195	67311	57884	3932160	2048	317.074	3.15384	4.95428	4	
4	16	1	1920	0.0809078	11	11	0	1920	1	23730.7	0.0421395	370.792	4	
4	16	2	1920	0.0744448	27	27	0	3840	2	25790.9	0.0387733	402.983	4	
4	16	4	1920	0.0920723	105	105	0	7680	4	20853.2	0.0479543	325.831	4	
4	16	8	1920	0.0831612	174	172	2	15360	8	23087.7	0.0433131	360.745	4	
4	16	16	1920	0.0870469	286	284	2	30720	16	22057.1	0.0453369	344.642	4	
4	16	32	1920	0.0816665	578	576	2	61440	32	23510.2	0.0425346	367.348	4	
4	16	64	1920	0.0967415	1103	1091	12	122880	64	19846.7	0.0503862	310.105	4	
4	16	128	1920	0.109669	2217	2178	39	245760	128	17507.2	0.0571193	273.55	4	
4	16	256	1920	0.202794	4936	4792	144	491520	256	9467.73	0.105622	147.933	4	
4	16	512	1920	0.499834	9907	9336	571	983040	512	3841.28	0.26033	60.0199	4	
4	16	1024	1920	1.2563	20369	18293	2076	1966080	1024	1528.3	0.654323	23.8796	4	
4	16	2048	1920	4.30868	45739	37276	8463	3932160	2048	445.612	2.2441	6.96269	4	
4	32	1	1920	0.10721	6	6	0	1920	1	17908.8	0.0558384	279.825	4	
4	32	2	1920	0.0849852	15	15	0	3840	2	22592.2	0.0442631	353.002	4	
4	32	4	1920	0.0844658	69	69	0	7680	4	22731.1	0.0439926	355.174	4	
4	32	8	1920	0.080534	108	108	0	15360	8	23840.9	0.0419448	372.513	4	
4	32	16	1920	0.0845818	178	178	0	30720	16	22699.9	0.044053	354.686	4	
4	32	32	1920	0.0824004	360	360	0	61440	32	23300.9	0.0429169	364.076	4	
4	32	64	1920	0.0838328	696	696	0	122880	64	22902.7	0.0436629	357.855	4	
4	32	128	1920	0.102978	1400	1395	5	245760	128	18644.8	0.0536343	291.325	4	
4	32	256	1920	0.146865	2855	2836	19	491520	256	13073.2	0.0764923	204.269	4	
4	32	512	1920	0.407305	5810	5729	81	983040	512	4713.91	0.212138	73.6548	4	
4	32	1024	1920	1.00489	11902	11602	300	1966080	1024	1910.67	0.523378	29.8541	4	
4	32	2048	1920	2.55153	25178	23860	1318	3932160	2048	752.49	1.32892	11.7577	4	
4	64	1	1920	0.0910292	5	5	0	1920	1	21092.1	0.047411	329.565	4	
4	64	2	1920	0.084472	10	10	0	3840	2	22729.4	0.0439959	355.147	4	
4	64	4	1920	0.0822402	47	47	0	7680	4	23346.2	0.0428334	364.785	4	
4	64	8	1920	0.0827585	72	72	0	15360	8	23200	0.0431034	362.501	4	
4	64	16	1920	0.0853268	112	112	0	30720	16	22501.7	0.044441	351.59	4	
4	64	32	1920	0.0684726	233	233	0	61440	32	28040.4	0.0356628	438.131	4	
4	64	64	1920	0.062734	444	444	0	122880	64	30605.4	0.0326739	478.21	4	
4	64	128	1920	0.0805926	872	872	0	245760	128	23823.5	0.0419753	372.242	4	
4	64	256	1920	0.154705	1867	1867	0	491520	256	12410.7	0.0805756	193.917	4	
4	64	512	1920	0.306691	3638	3622	16	983040	512	6260.38	0.159735	97.8184	4	
4	64	1024	1920	0.728249	7389	7337	52	1966080	1024	2636.46	0.379297	41.1947	4	
4	64	2048	1920	1.82591	15107	14908	199	3932160	2048	1051.53	0.950994	16.4302	4	
4	128	1	1920	0.0829992	2	2	0	1920	1	23132.8	0.0432287	361.449	4	
4	128	2	1920	0.0848329	5	5	0	3840	2	22632.7	0.0441838	353.636	4	
4	128	4	1920	0.0929442	30	30	0	7680	4	20657.6	0.0484084	322.774	4	
4	128	8	1920	0.0825648	45	45	0	15360	8	23254.5	0.0430025	363.351	4	
4	128	16	1920	0.0784132	71	71	0	30720	16	24485.7	0.0408402	382.589	4	
4	128	32	1920	0.0873477	150	150	0	61440	32	21981.1	0.0454936	343.455	4	
4	128	64	1920	0.059622	285	285	0	122880	64	32202.9	0.0310531	503.17	4	
4	128	128	1920	0.0872009	549	548	1	245760	128	22018.1	0.0454171	344.033	4	
4	128	256	1920	0.129715	1209	1206	3	491520	256	14801.7	0.0675598	231.277	4	
4	128	512	1920	0.24667	2339	2337	2	983040	512	7783.67	0.128474	121.62	4	
4	128	1024	1920	0.59069	4727	4723	4	1966080	1024	3250.44	0.307651	50.7881	4	
4	128	2048	1920	1.43288	9539	9517	22	3932160	2048	1339.96	0.74629	20.9369	4	
5	1	1	1920	0.114574	121	121	0	1920	1	16757.8	0.0596739	261.84	5	
5	1	2	1920	0.111854	246	235	11	3840	2	17165.3	0.0582572	268.207	5	
5	1	4	1920	0.114492	410	380	30	7680	4	16769.8	0.059631	262.028	5	
5	1	8	1920	0.107365	1046	907	139	15360	8	17883	0.055919	279.422	5	
5	1	16	1920	0.105911	2545	1851	694	30720	16	18128.4	0.0551622	283.256	5	
5	1	32	1920	0.119947	6742	3961	2781	61440	32	16007.1	0.0624724	250.11	5	
5	1	64	1920	0.16308	22699	10190	12509	122880	64	11773.3	0.0849376	183.958	5	
5	1	128	1920	0.605719	91328	28829	62499	245760	128	3169.78	0.315479	49.5279	5	
5	1	256	1920	1.90409	309660	82970	226690	491520	256	1008.35	0.991716	15.7555	5	
5	1	512	1920	4.26896	746272	185054	561218	983040	512	449.758	2.22342	7.02747	5	
5	1	1024	1920	7.16621	1539888	383629	1156259	1966080	1024	267.924	3.7324	4.18631	5	
5	1	2048	1920	18.3124	3050856	856652	2194204	3932160	2048	104.847	9.53772	1.63823	5	
5	2	1	1920	0.0847196	72	72	0	1920	1	22663	0.0441248	354.109	5	
5	2	2	1920	0.108148	118	117	1	3840	2	17753.4	0.0563273	277.397	5	
5	2	4	1920	0.110746	296	294	2	7680	4	17337	0.05768	270.891	5	
5	2	8	1920	0.111792	537	513	24	15360	8	17174.7	0.0582252	268.355	5	
5	2	16	1920	0.11109	1282	1158	124	30720	16	17283.3	0.0578594	270.051	5	
5	2	32	1920	0.114896	2706	2254	452	61440	32	16710.8	0.0598415	261.107	5	
5	2	64	1920	0.12864	6561	4816	1745	122880	64	14925.4	0.0669999	233.209	5	
5	2	128	1920	0.345876	19669	11319	8350	245760	128	5551.13	0.180144	86.7363	5	
5	2	256	1920	1.0602	72477	29177	43300	491520	256	1810.98	0.552188	28.2965	5	
5	2	512	1920	4.21423	282524	74970	207554	983040	512	455.599	2.19491	7.11874	5	
5	2	1024	1920	9.99819	1003587	194899	808688	1966080	1024	192.035	5.20739	3.00054	5	
5	2	2048	1920	33.3005	2682176	454308	2227868	3932160	2048	57.6568	17.344	0.900888	5	
5	4	1	1920	0.122471	36	36	0	1920	1	15677.2	0.063787	244.956	5	
5	4	2	1920	0.112604	77	77	0	3840	2	17050.8	0.0586482	266.419	5	
5	4	4	1920	0.121681	217	217	0	7680	4	15779	0.0633754	246.547	5	
5	4	8	1920	0.121839	398	388	10	15360	8	15758.5	0.0634578	246.226	5	
5	4	16	1920	0.113302	774	736	38	30720	16	16945.8	0.0590117	264.778	5	
5	4	32	1920	0.114421	1439	1328	111	61440	32	16780.1	0.0595944	262.189	5	
5	4	64	1920	0.125612	3282	2957	325	122880	64	15285.1	0.065423	238.83	5	
5	4	128	1920	0.163584	7167	5962	1205	245760	128	11737.1	0.0851998	183.392	5	
5	4	256	1920	0.581664	17479	12168	5311	491520	256	3300.87	0.30295	51.5761	5	
5	4	512	1920	1.5036	50854	27765	23089	983040	512	1276.93	0.783127	19.9521	5	
5	4	1024	1920	4.23431	191098	74134	116964	1966080	1024	453.439	2.20537	7.08499	5	
5	4	2048	1920	23.899	870008	202992	667016	3932160	2048	80.3381	12.4474	1.25528	5	
5	8	1	1920	0.129503	20	20	0	1920	1	14825.9	0.0674495	231.655	5	
5	8	2	1920	0.10715	46	46	0	3840	2	17918.8	0.0558073	279.981	5	
5	8	4	1920	0.123766	148	148	0	7680	4	15513.1	0.0644616	242.393	5	
5	8	8	1920	0.107902	243	241	2	15360	8	17794	0.0561988	278.031	5	
5	8	16	1920	0.108902	434	429	5	30720	16	17630.6	0.0567196	275.478	5	
5	8	32	1920	0.11458	903	888	15	61440	32	16756.9	0.0596769	261.827	5	
5	8	64	1920	0.109331	1860	1808	52	122880	64	17561.4	0.0569432	274.396	5	
5	8	128	1920	0.139858	3722	3514	208	245760	128	13728.2	0.0728425	214.504	5	
5	8	256	1920	0.32188	8063	7258	805	491520	256	5964.96	0.167646	93.2025	5	
5	8	512	1920	0.844755	17863	14447	3416	983040	512	2272.85	0.439976	35.5133	5	
5	8	1024	1920	2.2092	42509	29893	12616	1966080	1024	869.095	1.15062	13.5796	5	
5	8	2048	1920	5.83338	124965	67379	57586	3932160	2048	329.14	3.03822	5.14282	5	
5	16	1	1920	0.0994128	11	11	0	1920	1	19313.4	0.0517775	301.772	5	
5	16	2	1920	0.0989847	27	27	0	3840	2	19396.9	0.0515545	303.077	5	
5	16	4	1920	0.100306	105	105	0	7680	4	19141.4	0.0522429	299.084	5	
5	16	8	1920	0.10941	165	164	1	15360	8	17548.6	0.0569846	274.197	5	
5	16	16	1920	0.10507	283	281	2	30720	16	18273.5	0.0547242	285.523	5	
5	16	32	1920	0.103336	580	577	3	61440	32	18580.1	0.0538209	290.315	5	
5	16	64	1920	0.115102	1133	1123	10	122880	64	16680.8	0.059949	260.638	5	
5	16	128	1920	0.131503	2276	2239	37	245760	128	14600.5	0.068491	228.132	5	
5	16	256	1920	0.260353	4853	4699	154	491520	256	7374.61	0.1356	115.228	5	
5	16	512	1920	0.625507	9883	9328	555	983040	512	3069.51	0.325785	47.9611	5	
5	16	1024	1920	1.36474	20539	18401	2138	1966080	1024	1406.86	0.710802	21.9822	5	
5	16	2048	1920	4.1971	46199	37390	8809	3932160	2048	457.458	2.18599	7.14779	5	
5	32	1	1920	0.125463	6	6	0	1920	1	15303.3	0.0653453	239.115	5	
5	32	2	1920	0.107869	15	15	0	3840	2	17799.4	0.0561818	278.115	5	
5	32	4	1920	0.122997	69	69	0	7680	4	15610.2	0.0640607	243.909	5	
5	32	8	1920	0.105597	108	108	0	15360	8	18182.4	0.0549983	284.1	5	
5	32	16	1920	0.111456	178	178	0	30720	16	17226.5	0.0580502	269.164	5	
5	32	32	1920	0.110455	360	360	0	61440	32	17382.6	0.0575289	271.603	5	
5	32	64	1920	0.113414	696	696	0	122880	64	16929.1	0.0590699	264.517	5	
5	32	128	1920	0.118294	1398	1393	5	245760	128	16230.7	0.0616115	253.605	5	
5	32	256	1920	0.170923	2872	2855	17	491520	256	11233.1	0.0890225	175.517	5	
5	32	512	1920	0.547636	5843	5763	80	983040	512	3505.98	0.285227	54.781	5	
5	32	1024	1920	1.07396	12083	11756	327	1966080	1024	1787.77	0.559356	27.9339	5	
5	32	2048	1920	2.58573	25222	23875	1347	3932160	2048	742.538	1.34673	11.6022	5	
5	64	1	1920	0.107538	5	5	0	1920	1	17854.2	0.0560093	278.972	5	
5	64	2	1920	0.10431	10	10	0	3840	2	18406.7	0.054328	287.605	5	
5	64	4	1920	0.110776	47	47	0	7680	4	17332.2	0.057696	270.816	5	
5	64	8	1920	0.107865	72	72	0	15360	8	17800.1	0.0561795	278.126	5	
5	64	16	1920	0.0910787	112	112	0	30720	16	21080.7	0.0474368	329.385	5	
5	64	32	1920	0.103071	233	233	0	61440	32	18628	0.0536826	291.063	5	
5	64	64	1920	0.106337	444	444	0	122880	64	18055.8	0.055384	282.121	5	
5	64	128	1920	0.12432	879	878	1	245760	128	15444	0.0647502	241.312	5	
5	64	256	1920	0.153526	1874	1872	2	491520	256	12506	0.0799615	195.406	5	
5	64	512	1920	0.43888	3638	3624	14	983040	512	4374.77	0.228583	68.3558	5	
5	64	1024	1920	0.835603	7383	7332	51	1966080	1024	2297.74	0.43521	35.9022	5	
5	64	2048	1920	1.8639	15082	14894	188	3932160	2048	1030.1	0.97078	16.0953	5	
5	128	1	1920	0.108176	2	2	0	1920	1	17748.8	0.0563417	277.326	5	
5	128	2	1920	0.115101	5	5	0	3840	2	16681	0.0599483	260.641	5	
5	128	4	1920	0.11054	30	30	0	7680	4	17369.3	0.0575729	271.395	5	
5	128	8	1920	0.110019	45	45	0	15360	8	17451.5	0.0573016	272.68	5	
5	128	16	1920	0.106973	71	71	0	30720	16	17948.4	0.0557152	280.444	5	
5	128	32	1920	0.10787	150	150	0	61440	32	17799.2	0.0561822	278.113	5	
5	128	64	1920	0.112587	285	285	0	122880	64	17053.4	0.0586393	266.46	5	
5	128	128	1920	0.115814	549	548	1	245760	128	16578.3	0.0603197	259.037	5	
5	128	256	1920	0.137058	1206	1204	2	491520	256	14008.7	0.0713842	218.886	5	
5	128	512	1920	0.35493	2341	2338	3	983040	512	5409.52	0.184859	84.5238	5	
5	128	1024	1920	0.744181	4732	4726	6	1966080	1024	2580.02	0.387594	40.3128	5	
5	128	2048	1920	1.49687	9534	9514	20	3932160	2048	1282.68	0.77962	20.0418	5	
6	1	1	1920	0.144492	121	121	0	1920	1	13288	0.0752561	207.624	6	
6	1	2	1920	0.146354	221	213	8	3840	2	13118.8	0.0762262	204.982	6	
6	1	4	1920	0.169129	418	403	15	7680	4	11352.3	0.088088	177.379	6	
6	1	8	1920	0.137794	1117	962	155	15360	8	13933.9	0.0717676	217.717	6	
6	1	16	1920	0.143533	2686	1962	724	30720	16	13376.7	0.0747569	209.011	6	
6	1	32	1920	0.138851	6674	4085	2589	61440	32	13827.7	0.0723185	216.058	6	
6	1	64	1920	0.218408	22751	10393	12358	122880	64	8790.89	0.113754	137.358	6	
6	1	128	1920	0.88052	91690	29438	62252	245760	128	2180.53	0.458604	34.0708	6	
6	1	256	1920	1.88919	308738	83102	225636	491520	256	1016.31	0.983953	15.8798	6	
6	1	512	1920	4.52729	748400	188649	559751	983040	512	424.095	2.35796	6.62648	6	
6	1	1024	1920	6.55305	1535633	369445	1166188	1966080	1024	292.994	3.41304	4.57802	6	
6	1	2048	1920	16.3101	3073194	883660	2189534	3932160	2048	117.719	8.49484	1.83935	6	
6	2	1	1920	0.117189	72	72	0	1920	1	16383.8	0.0610357	255.998	6	
6	2	2	1920	0.138277	124	122	2	3840	2	13885.2	0.0720193	216.956	6	
6	2	4	1920	0.162045	312	309	3	7680	4	11848.6	0.0843982	185.134	6	
6	2	8	1920	0.136474	569	540	29	15360	8	14068.6	0.0710804	219.822	6	
6	2	16	1920	0.131074	1203	1074	129	30720	16	14648.2	0.0682675	228.879	6	
6	2	32	1920	0.141744	2764	2293	471	61440	32	13545.5	0.0738251	211.649	6	
6	2	64	1920	0.16698	6475	4710	1765	122880	64	11498.4	0.0869687	179.662	6	
6	2	128	1920	0.439579	19683	11423	8260	245760	128	4367.81	0.228948	68.2471	6	
6	2	256	1920	1.1016	69347	27920	41427	491520	256	1742.92	0.573748	27.2332	6	
6	2	512	1920	4.02335	281581	73684	207897	983040	512	477.214	2.0955	7.45647	6	
6	2	1024	1920	9.00448	1001253	192679	808574	1966080	1024	213.227	4.68983	3.33168	6	
6	2	2048	1920	29.9589	2686476	462110	2224366	3932160	2048	64.0877	15.6036	1.00137	6	
6	4	1	1920	0.139374	36	36	0	1920	1	13775.9	0.0725905	215.249	6	
6	4	2	1920	0.152918	77	77	0	3840	2	12555.8	0.0796446	196.184	6	
6	4	4	1920	0.145871	217	217	0	7680	4	13162.3	0.0759743	205.662	6	
6	4	8	1920	0.146865	403	390	13	15360	8	13073.2	0.0764924	204.269	6	
6	4	16	1920	0.133505	818	789	29	30720	16	14381.5	0.0695339	224.711	6	
6	4	32	1920	0.136778	1561	1486	75	61440	32	14037.3	0.0712385	219.334	6	
6	4	64	1920	0.145646	3040	2705	335	122880	64	13182.7	0.0758572	205.979	6	
6	4	128	1920	0.206348	7197	5923	1274	245760	128	9304.69	0.107473	145.386	6	
6	4	256	1920	0.731765	17732	12329	5403	491520	256	2623.79	0.381128	40.9968	6	
6	4	512	1920	1.50635	51330	28061	23269	983040	512	1274.6	0.784558	19.9157	6	
6	4	1024	1920	5.83291	194194	75541	118653	1966080	1024	329.167	3.03797	5.14323	6	
6	4	2048	1920	21.9565	876511	206307	670204	3932160	2048	87.4455	11.4357	1.36634	6	
6	8	1	1920	0.130542	20	20	0	1920	1	14707.9	0.0679908	229.81	6	
6	8	2	1920	0.15251	46	46	0	3840	2	12589.4	0.0794321	196.709	6	
6	8	4	1920	0.147297	148	148	0	7680	4	13034.9	0.0767171	203.67	6	
6	8	8	1920	0.14576	242	241	1	15360	8	13172.4	0.0759165	205.818	6	
6	8	16	1920	0.149816	434	429	5	30720	16	12815.7	0.0780292	200.245	6	
6	8	32	1920	0.139677	946	935	11	61440	32	13746	0.0727483	214.782	6	
6	8	64	1920	0.163596	1876	1818	58	122880	64	11736.3	0.0852061	183.379	6	
6	8	128	1920	0.170017	3683	3484	199	245760	128	11293	0.0885503	176.453	6	
6	8	256	1920	0.476821	8003	7185	818	491520	256	4026.67	0.248344	62.9167	6	
6	8	512	1920	0.917214	17925	14433	3492	983040	512	2093.3	0.477716	32.7077	6	
6	8	1024	1920	2.24117	42987	30076	12911	1966080	1024	856.697	1.16727	13.3859	6	
6	8	2048	1920	6.29139	123057	65992	57065	3932160	2048	305.179	3.27677	4.76842	6	
6	16	1	1920	0.149746	11	11	0	1920	1	12821.7	0.0779927	200.339	6	
6	16	2	1920	0.0783708	27	27	0	3840	2	24498.9	0.0408182	382.795	6	
6	16	4	1920	0.138714	105	105	0	7680	4	13841.4	0.0722471	216.272	6	
6	16	8	1920	0.145735	172	168	4	15360	8	13174.6	0.0759037	205.853	6	
6	16	16	1920	0.136265	286	284	2	30720	16	14090.2	0.0709714	220.159	6	
6	16	32	1920	0.132128	577	575	2	61440	32	14531.4	0.0688166	227.053	6	
6	16	64	1920	0.143375	1126	1115	11	122880	64	13391.4	0.0746746	209.241	6	
6	16	128	1920	0.154695	2264	2234	30	245760	128	12411.5	0.0805703	193.93	6	
6	16	256	1920	0.321084	4777	4629	148	491520	256	5979.74	0.167231	93.4335	6	
6	16	512	1920	0.780252	9383	8857	526	983040	512	2460.74	0.406381	38.4491	6	
6	16	1024	1920	1.4342	20338	18211	2127	1966080	1024	1338.73	0.746977	20.9176	6	
6	16	2048	1920	4.02207	45788	37194	8594	3932160	2048	477.367	2.09483	7.45885	6	
6	32	1	1920	0.13451	6	6	0	1920	1	14274.1	0.0700572	223.032	6	
6	32	2	1920	0.138789	15	15	0	3840	2	13834	0.0722857	216.156	6	
6	32	4	1920	0.143891	69	69	0	7680	4	13343.5	0.0749431	208.491	6	
6	32	8	1920	0.13546	108	108	0	15360	8	14173.9	0.0705523	221.467	6	
6	32	16	1920	0.127365	178	178	0	30720	16	15074.8	0.0663357	235.544	6	
6	32	32	1920	0.12572	360	360	0	61440	32	15272.1	0.0654789	238.626	6	
6	32	64	1920	0.136925	696	696	0	122880	64	14022.3	0.0713151	219.098	6	
6	32	128	1920	0.162099	1410	1398	12	245760	128	11844.6	0.0844267	185.072	6	
6	32	256	1920	0.29919	2890	2875	15	491520	256	6417.33	0.155828	100.271	6	
6	32	512	1920	0.707889	5818	5743	75	983040	512	2712.29	0.368692	42.3795	6	
6	32	1024	1920	1.13721	11818	11483	335	1966080	1024	1688.34	0.592297	26.3803	6	
6	32	2048	1920	2.60915	24835	23507	1328	3932160	2048	735.873	1.35893	11.498	6	
6	64	1	1920	0.131151	5	5	0	1920	1	14639.6	0.0683077	228.744	6	
6	64	2	1920	0.134881	10	10	0	3840	2	14234.8	0.0702505	222.418	6	
6	64	4	1920	0.142169	47	47	0	7680	4	13505	0.0740464	211.016	6	
6	64	8	1920	0.127153	72	72	0	15360	8	15099.9	0.0662255	235.936	6	
6	64	16	1920	0.136205	112	112	0	30720	16	14096.4	0.0709402	220.256	6	
6	64	32	1920	0.134432	233	233	0	61440	32	14282.3	0.0700165	223.162	6	
6	64	64	1920	0.143205	444	444	0	122880	64	13407.4	0.0745858	209.49	6	
6	64	128	1920	0.14875	872	872	0	245760	128	12907.5	0.0774741	201.68	6	
6	64	256	1920	0.176925	1876	1873	3	491520	256	10852.1	0.0921483	169.564	6	
6	64	512	1920	0.587469	3636	3616	20	983040	512	3268.26	0.305973	51.0666	6	
6	64	1024	1920	0.9697	7402	7348	54	1966080	1024	1979.99	0.505052	30.9374	6	
6	64	2048	1920	1.93419	15115	14910	205	3932160	2048	992.666	1.00739	15.5104	6	
6	128	1	1920	0.132103	2	2	0	1920	1	14534.2	0.0688034	227.096	6	
6	128	2	1920	0.123653	5	5	0	3840	2	15527.3	0.0644028	242.614	6	
6	128	4	1920	0.147554	30	30	0	7680	4	13012.2	0.0768509	203.316	6	
6	128	8	1920	0.168126	45	45	0	15360	8	11420	0.0875659	178.437	6	
6	128	16	1920	0.133167	71	71	0	30720	16	14418	0.0693577	225.282	6	
6	128	32	1920	0.140078	150	150	0	61440	32	13706.6	0.0729575	214.166	6	
6	128	64	1920	0.132281	285	285	0	122880	64	14514.6	0.0688962	226.79	6	
6	128	128	1920	0.140245	549	548	1	245760	128	13690.3	0.0730443	213.911	6	
6	128	256	1920	0.158987	1206	1204	2	491520	256	12076.5	0.0828055	188.695	6	
6	128	512	1920	0.485878	2341	2338	3	983040	512	3951.61	0.253062	61.7439	6	
6	128	1024	1920	0.853655	4730	4723	7	1966080	1024	2249.15	0.444612	35.143	6	
6	128	2048	1920	1.58641	9522	9505	17	3932160	2048	1210.28	0.826254	18.9106	6	
7	1	1	1920	0.245663	121	121	0	1920	1	7815.59	0.127949	122.119	7	
7	1	2	1920	0.176148	252	242	10	3840	2	10899.9	0.0917436	170.312	7	
7	1	4	1920	0.153562	561	535	26	7680	4	12503.1	0.0799803	195.361	7	
7	1	8	1920	0.153158	1124	978	146	15360	8	12536.1	0.0797698	195.876	7	
7	1	16	1920	0.15712	2732	1979	753	30720	16	12220	0.0818333	190.937	7	
7	1	32	1920	0.178748	7014	4259	2755	61440	32	10741.4	0.0930978	167.834	7	
7	1	64	1920	0.248159	23523	10777	12746	122880	64	7736.97	0.129249	120.89	7	
7	1	128	1920	0.978178	92609	29061	63548	245760	128	1962.83	0.509468	30.6693	7	
7	1	256	1920	1.85528	307353	82642	224711	491520	256	1034.89	0.966289	16.1701	7	
7	1	512	1920	4.23321	747521	184781	562740	983040	512	453.557	2.20479	7.08683	7	
7	1	1024	1920	6.71218	1538829	377751	1161078	1966080	1024	286.047	3.49593	4.46948	7	
7	1	2048	1920	15.4723	3050137	848274	2201863	3932160	2048	124.092	8.05851	1.93894	7	
7	2	1	1920	0.130427	72	72	0	1920	1	14720.9	0.0679305	230.014	7	
7	2	2	1920	0.18522	124	122	2	3840	2	10366.1	0.0964686	161.97	7	
7	2	4	1920	0.158394	312	309	3	7680	4	12121.7	0.0824969	189.401	7	
7	2	8	1920	0.255457	580	549	31	15360	8	7515.94	0.133051	117.436	7	
7	2	16	1920	0.163093	1239	1112	127	30720	16	11772.4	0.0849445	183.944	7	
7	2	32	1920	0.176119	2608	2137	471	61440	32	10901.7	0.0917286	170.34	7	
7	2	64	1920	0.196264	6622	4813	1809	122880	64	9782.73	0.102221	152.855	7	
7	2	128	1920	0.460574	19595	11182	8413	245760	128	4168.71	0.239882	65.1362	7	
7	2	256	1920	1.16831	70725	28007	42718	491520	256	1643.4	0.608493	25.6782	7	
7	2	512	1920	3.75571	282201	73431	208770	983040	512	511.222	1.9561	7.98784	7	
7	2	1024	1920	9.03027	1000833	191180	809653	1966080	1024	212.618	4.70326	3.32216	7	
7	2	2048	1920	28.746	2685723	456960	2228763	3932160	2048	66.792	14.9719	1.04362	7	
7	4	1	1920	0.164576	36	36	0	1920	1	11666.3	0.0857168	182.286	7	
7	4	2	1920	0.159451	77	77	0	3840	2	12041.3	0.0830472	188.146	7	
7	4	4	1920	0.176914	217	217	0	7680	4	10852.7	0.0921425	169.574	7	
7	4	8	1920	0.154784	408	401	7	15360	8	12404.4	0.0806168	193.818	7	
7	4	16	1920	0.169967	744	719	25	30720	16	11296.3	0.0885243	176.505	7	
7	4	32	1920	0.211436	1422	1357	65	61440	32	9080.76	0.110123	141.887	7	
7	4	64	1920	0.161443	3008	2699	309	122880	64	11892.8	0.0840847	185.824	7	
7	4	128	1920	0.196054	7097	5712	1385	245760	128	9793.24	0.102111	153.019	7	
7	4	256	1920	0.803799	17252	12087	5165	491520	256	2388.66	0.418645	37.3228	7	
7	4	512	1920	1.55679	51099	27818	23281	983040	512	1233.31	0.810827	19.2705	7	
7	4	1024	1920	6.26488	196679	75740	120939	1966080	1024	306.47	3.26296	4.7886	7	
7	4	2048	1920	20.9109	872553	204159	668394	3932160	2048	91.8183	10.8911	1.43466	7	
7	8	1	1920	0.133166	20	20	0	1920	1	14418.1	0.0693573	225.283	7	
7	8	2	1920	0.16568	46	46	0	3840	2	11588.6	0.0862916	181.072	7	
7	8	4	1920	0.168031	148	148	0	7680	4	11426.5	0.087516	178.539	7	
